actual_summary,generated_summary
the income tax department recovered crore in cash from karnataka minister dk shivakumars delhi residence after it raided places linked to the incharge of hospitality for gujarat congress mlas in bengaluru meanwhile karnataka chief minister siddaramaiah said in order to meet political conspiracies it department has been used this is not fair in politics,tax officials raided on wednesday multiple properties linked to dk shivakumar a top minister in karnataka who is hosting a group of party legislators from gujarat to avoid a break in their ranks ahead of a close rajya sabha electiontax officers raided places in delhi and karnataka linked to energy minister shivakumar as part of investigations into his alleged tax evasion and dodgy investments in real estate the move triggered an angry response from the congress which accused the bjp of carrying out an unprecedented witchhunt party leaders raised the matter in parliament protesting noisily and forcing multiple adjournments in the rajya sabha in lok sabha the party also staged a walkoutthe congress has accused the bjp of using money and muscle power to engineer defections among its legislators in gujarat where senior party leader ahmed patel is seeking reelection to the rajya sabha on august but the government said the eagleton the golf village where the gujarat legislators were camping had not been raided finance minister arun jaitley told parliament that only shivakumar who was trying to hide behind the cover of the lawmakers at the resort had been taken for questioningjaitley told the lok sabha that tax officials found that shivakumar was tearing up documents at the resort we recovered those papers as well he saidas the congress accused the government of using its agencies such as cbi enforcement directorate and income tax to target the opposition leaders jaitley said whether it is a use or abuse it depends on recovery from the raidslast week the congress flew legislators to a resort on the outskirts of the capital of karnataka where the party is in power to keep the flock together six of its legislators have quit the party and three of them crossed over to the bjp more defections can jeopardise patels chances of reelectionparty spokesman and gujarat mla shaktisinh gohil contradicted the bjp saying tax officials entered their resort ashok gehlot congress gujarat incharge said our mlas are being threatened money was offered and raids are being conductedhis party colleague anand sharma said there is a trend now of abusing state power and agencies of the state the timing is important and significant this minister was coordinating the safety of the mlasshortly after the raids began patel hit out at the bjp in tweets bjp is on an unprecedented witchhunt just to win one rajya sabha seatbjp is on an unprecedented witchhunt just to win one rajya sabha seat ahmed patel ahmedpatel august after using the state machinery and every other agencythese it raids show their utter desperation frustration ahmed patel ahmedpatel august read more congress parades gujarat mlas says bjp tried to bribe them ahead of rajya sabha pollscongresss leader in rajya sabha ghulam nabi azad asked why the raids were taking place today and not a month later or beforebut an it department statement later denied the raids were related to the stay of the gujarat mlas it said the searches were part of an evidencegathering exercisethe search is a continuation of an investigation which has been in progress for a considerable period of time it said adding the timing of the raids had been decided well in advance there has been no contact with the mlas from gujarat and the search teamwith agency inputs
actress swara bhasker while addressing pay disparity in bollywood has said that if as an actress she works for as many days as an actor then she should also expect an equal amount of pay swara added if you see in hollywood women are taking up this whole question of equality so why cant bollywood take its cue from them,whether it is nepotism feminism or sexism actor swara bhaskar has never held back from expressing her views on sensitive subjects while most actors in bollywood are acquainted with the prevalence of pay disparity in bollywood very few actually muster the courage to come out and talk about it swara however has been quite vocal in this regard rooting for equal pay for equal work swara says i am not saying that if i being a female actor work for days i should expect the pay that an actor gets for days of work but definitely if i am working for days then i am expected to get an equal amount of pay as my male counterpart all set for screening of anaarkaliofaarah as part of jagranfilmfestival in varanasi in poshpride palazzo sari with aareeaccessories tassel earrings amrapalijewels ring styled by rupacj at am with thanks dipublicrelations hmu saritastyling sareewithswag desiisthebest fusion indianwear fashion iloverupa a post shared by swara bhasker reallyswara on jul at am pdt and its not just the question of money that swara feels needs to be addressed the actor who has worked in films such as tanu weds manu raanjhanaa prem ratan dhan payo and anaarkali of aarah asserts that even the roles being offered to female actors need to be at par with menalthough swara agrees that things are slowly changing she adds that there will be more progress only when female actors start being a little more assertive in hollywood women are taking up this whole question of equality and i think thats fantastic so why cant bollywood take its cue from themone thing is for sure that nobody is going to put that on a plate for you female actors really have to fight for what we want if you see in hollywood women are taking up this whole question of equality and i think thats fantastic so why cant bollywood take its cue from them says the actor stating that no movement gains momentum unless people fight for itnobody gave black people civil rights in the s on a platter they suffered for a very long time the same thing goes for the dalits too so it holds true for women in films too says swaraon the work front swara will next be seen in veerey di wedding also starring sonam kapoor and kareena kapoor khanfollow htshowbiz for more
costumes worn by actors judi dench and aii fazal during the shooting of the film victoria abdul will be displayed at queen victorias home the osborne house in the uk they will go on display for public friday onwards most of the scenes from the film were also shot in the same house,bollywood actor ali fazal is certainly going places with his upcoming film alongside judi dench victoria and abdul the film is already being screened at several film festivals including venice international film festival and toronto international film festival we have now learnt that the costumes used during the shoot of the movie will be displayed at the osborne house in the ukthe dresses from victoria and abdul shoot being displayed at osborne housedirected by oscar nominee stephen frears victoria and abdul is based on the friendship between queen victoria and her most trusted clerk abdul karim while dench plays the titular role of queen victoria ali plays abdul who was the queens munshi adapted from author shrabani basus book by the same name and directed by british filmmaker stephen frears the film is set to release in september this yearmultiple costumes were designed for both the lead actors keeping the stature and royalty of the era of late s in mind a dress that judi dench wore in the film being arranged for the displayall the costumes will be go on display friday onwards for public viewing at the osborne house located at isle of wight in the uk most of the scenes from victoria and abdul were also shot in the same house ali fazals dress being prepared for the displayalso it will be one of the first films to be shot inside the former royal residence so thats one more feather added to the cap of the films achievement osborne house holds significant place in the history of britains royalty it was built in mid s for the queen and prince albert all the costumes worn by judi and ali will be on display at the museum site of inside the house ironically queen victoria breathed her last in the same palace which is now open as tourist attractionfollow htshowbiz for more
filmmaker imtiaz ali has revealed that when he first met shah rukh khan a drunk girl was hanging on to him it was in london for a film festivalhe was dealing with her so gracefully without demeaning her he added imtiaz further said gauri srks wife was also with him and everybody was trying to deal with this crazy fan,even after two and a half decades in bollywood shah rukh khan continues to make women go weak in the knees just by flashing his dimpled smile jab harry met sejal director imtiaz ali told dna about the time he first met srk and it will have the actors female fans fall more in love with himit was in london for a film festival we all were hanging out and i saw shah rukh coming up a very narrow aisle somewhere in the hotel with a drunk girl hanging on to him he was dealing with her so gracefully without demeaning her the filmmaker saidimtiaz said that shah rukh was extremely gentle with the girl and did not lose his cool at any point of time gauri khan shah rukhs wife was also with him and everybody was trying to deal with this crazy fan he was particularly being nice to the girl when he saw me he stopped and we had quite a long conversation even as the girl kept murmuring oh shah rukh oh shah rukh all over him he was dealing with her like how one would deal with a scarf he put her arm on one side of the shoulder and continued to talk to me he addedshah rukh and imtiaz are collaborating for the first time in jab harry met sejal which also features anushka sharma the film is set to release on august also read shah rukh khan almost had us believing varun dhawan and alia bhatt are in love
yogi adityanath government has approved making the registration of marriages compulsory for all religions and castes in uttar pradesh the approval comes in wake of a supreme courts verdict which asked centre and state governments to draft rules for making marriage registration compulsory reportedly fine will be levied for delay up to a year and beyond that,the uttar pradesh cabinet on tuesday approved a proposal to make registration of marriages compulsory for every resident of the state regardless of religion or communitychief minister yogi adityanath presided over a cabinet meeting to adopt the uttar pradesh marriage registration rules which stipulates compulsory registration of marital alliances and lays down penalties for any delay in this regard though the fines are not particularly hefty rs for delay up to a year and rs beyond that period it is liable to increase over time we took all sections of society into confidence before taking a decision on the issue health minister siddharth nath singh told mediapersons later in the dayhowever singh admitted that the cabinet did not concede to demands from a few muslim clerics who wanted their community exempt from having to furnish photographs of the bride and groom yes they made such a demand because the nikahnama the islamic marriage contract does not carry images but if photographs can be submitted to procure documents such as aadhaar cards i dont see why the same cannot be done for marriage registration he saidwhile the stamps and registration department will double as the nodal agency for marriage registration the government will launch an online portal to ensure easy access the centre had already made marriage registration compulsory across the country in keeping with a supreme court ruling uttar pradesh was among the only two states that had failed to implement the directive an anomaly that minister for women welfare and tourism development rita bahuguna joshi had earlier vowed to rectify we will implement the supreme courts order in the state a cabinet note is being prepared and the same will be sent for the cabinets approval she had saidthe erstwhile samajwadi party government had deferred taking a decision on the matter in view of strong objections from muslims community leaders maintained that as the nikahnama contains all the relevant details pertaining to marriages the state should treat it as a valid substitute for the registration certificate
the national green tribunal ngt on tuesday directed the irrigation departments of delhi and uttar pradesh to remove debris from the yamuna floodplains within three weeks the ngt added that any inaction on part of authorities cannot be tolerated notably the tribunal has reconstituted the principal committee responsible for overseeing the execution of the yamuna cleaning project,the national green tribunal ngt has asked the delhi and uttar pradesh governments to remove debris on the floodplains of the yamuna it said indiscriminate dumping of waste was a direct source of pollution in the river a bench headed by ngt chairperson justice swatanter kumar said the department of irrigation of delhi and up would have to carry out these directions the debris on either side of the river yamuna if not already removed shall be removed within three weeks the bench said the green court said work to rejuvenate the yamuna should not be stopped unnecessarily as pollution was rising daily and any inaction on part of authorities cannot be toleratedin the interest of environment and public health the government and all authorities concerned must perform their function and ensure that the yamuna is rejuvenated to its original pristine status now the project is being carried on in a planned scientific and implementable manner and any obstruction in that behalf will not be tolerated the bench saidthe tribunal reconstituted the principal committee formed to see the execution of the cleaning of the yamuna and included shashi shekhar former secretary of ministry of water resources as a special inviteeit also convened a meeting of stakeholders including officials from delhi haryana himachal pradesh and uttar pradesh on august at pm at the tribunal to discuss the cleaning and rejuvenation of the yamunaduring the hearing the counsel appearing for the delhi government told the ngt that steps were being taken by the delhi jal board to ensure that work to clean the yamuna was completed with utmost expeditiousnessin relation to the project report of the second phase of the yamuna cleaning it is submitted that it has already been filed before the tribunal as well as sent to the principal committee ministry of water resources the bench notedthe directions came when the ngt was hearing a plea on the monitoring of implementation of the maili se nirmal yamuna revitalisation project projectthe tribunal had earlier banned open defecation and dumping of waste on the floodplains of the yamuna and announced an environment compensation of r for violation of the order
speaking ahead of his final appearance on the field at the upcoming world championships eighttime olympic gold medallist usain bolt warned his fellow athletes that they must stop doping otherwise track and field will die on being asked about how he would feel in the m final at the upcoming world championships bolt said unbeatable and unstoppable,usain bolt has issued a stark warning to his fellow athletes that they must stop doping otherwise track and field will die the triple olympic m and m champion insisted that the sport was on the mend following the staggering revelations of statesponsored doping in russia but conceded more needed to be done to tackle the scourge of performanceenhancing drugsi dont think it gets any worse than that he said referring to the problems in russia which he agreed had left the sport at rock bottom but its on its way back up now hopefully athletes will see whats going on and understand that if they dont stop what theyre doing the sport will die and hopefully they will understand what the sport is going through and what they need to do as athletes to help it move forwardbut bolt who will hang up his spikes after the world championships in london which start on friday said he was still optimistic that these perennial problems could be tackled you cant be happy about doping at all its not good for the sport he added but over the years were doing a better job its getting clean and were catching up to a lot of athletes theres an understanding that listen if you cheat you will get caught over time the sport will get betteri said a couple of years ago it had to get really bad when theres nowhere else to go but up the only way track and field has left to go is upbolt has raced only three times this season and last month appeared to be struggling with a back injury but he insisted he was still the man to beat in the m the qualifying rounds for which start on friday for some reason i am the underdog he said that is what my team keep telling me so i have to prove myself once more but i am confident in my abilities always when i go out there i am fully confident and ready to go the last m race i ran was a sec which shows i am going in the right direction it is all about who can keep their nerves i have been here many times and i know i am ready it is go timebolt who turns later this month also gave an emphatic answer when asked how he would feel on saturday night after the m final unbeatable he said usain bolt has retired unbeatable over that event for me that will be the biggest headline unbeatable and unstoppablethe jamaican also insisted that he had been provided with extra motivation to win yet another world title following the tragic death of his close friend germaine mason the olympic silver medal winning high jumper in a road accident in aprilit was a rough time he said i have never had someone who passed away so close to me i didnt train for three weeks my coach gave me my space he gave me my time to get over it but at some point the close net of people i was with said listen to us usain i know it is hard but you need to get back training because germaine would have wanted it he was looking forward to coming to your last race and seeing you compete and finishing off your legacythat really helped me get going again it was hard but now i really want to do it for him and his family and all the friends that supported me in the hard times
a minor fire broke out in the basement of former delhi chief minister sheila dixits house in delhis nizamuddin on wednesday morning we got a call at around am about a fire we sent two fire tenders to the spot the electricity metre board had caught fire said a fire official no damages have been reported in the incident,a minor fire broke out in the basement of former delhi chief minister sheila dikshits house in central delhis nizamuddin east on wednesday morningfire control room officials said that the fire started in the electricity metre board in the basement of the house we got a call at around am about a fire we sent two fire tenders to the spot the electricity metre board had caught fire said a fire officialthe official said that the fire was minor and put off without incidentthe fire was extinguished even before we reached the spot it was a very minor incident said the delhi fire services chief fire officer atul garg
a woman in keralas kochi area bit off the tongue of a neighbour on monday night when he allegedly tried to rape her the woman filed a police complaint against her yearold neighbour and produced a two centimetre strip of the tongue at the police station the accused allegedly had similar charges against him earlier,a woman in keralas kochi bit off the tongue of a neighbour on monday night when he allegedly tried to molest her police saidthe woman filed a police complaint against her yearold neighbour and said she bit off the tongue when he allegedly tried to force himself on her and kiss her she also produced a cm strip of the tongue at the police stationpolice said the man was booked under section criminal trespass assault with the intention to outrage modesty of a woman and attempt to rape of the indian penal code the man was allegedly had similar charges against him earlier and has been remanded to judicial custody for a weekthis is the second highprofile sexual assault case to surface in the southern state in two months in june a yearold law student told police she cut off the genitals of yearold godman in selfdefence when he made sexual advances towards her but weeks later she accused the police of forcing her to make statements and said the godman never hurt herin kochi the woman told police she stepped out of her house on monday night when he allegedly jumped at her but fled after she attacked him after her complaint police alerted all city hospitals and found the man undergoing a surgery at a private hospitalthe man had told hospital authorities that he injured his tongue in a bike accident and was arrested after the surgery was over and he was discharged doctors at the hospital said as he received serious injuries on the tongue his speech will be slightly impairedan earlier version of this story used a photo of a woman who has no connection with the case the photo has been changed
a yearold haryana girl has been found to be sevenmonths pregnant after two of her cousins allegedly raped her several times the incident came to light after she complained of stomach ache and was taken to the hospital on july the police have arrested one of the accused who is a juvenile while the other is on the run,a yearold girl was found to be sevenmonth pregnant after two of her cousins allegedly raped her several times police said they have arrested one of the accused a juvenile while the other is on the run the incident reported from a village in sonepats kharkhoda block comes close on the heels of a series of similar incidents being reported from the state in the last two months the police said the girl was taken to a hospital by her family on july after she complained of stomach ache the victim then narrated her ordeal to her mother she said she was first raped by her cousins in december last year when they barged into her house when she was alone the accused allegedly continued to rape her threatening to kill her parents if she informed anyonethe girl a school dropout did not inform anyone out of fear the police have registered a case under the prevention of children from sexual offences pocso act and other sections of the indian penal code ipc against the two kharkhoda station house officer sho pradeep singh said the arrested boy was produced in court which sent him to juvenile home doctors at the rohtak civil hospital have ruled out abortion at this stage maintaining that it could be lifethreatening to the minor girl the medical termination of pregnancy act in india allows abortion up to weeks of pregnancy
actress koena mitra has filed a sexual harassment complaint after receiving lewd phone calls from a stranger the man reportedly kept calling her offered her money for a night out and verbally abused her from july i started getting calls from random numbers said koena she decided to approach the police when the calls didnt stop coming,bollywood actormodel koena mitra has registered a case of sexual harassment against a stranger in mumbai a mid day report said that koena received a call and a stranger asked her for a night out the man kept calling her despite being rebuffed koena reportedly got calls from unknown numbers over last one week when she picked up one of the calls saturday evening the caller offered her money for a night out and even abused koena the report said she then approached oshiwara police station and filed a complaintthe tabloid quoted a cop as saying we have booked the caller under section word gesture or act intended to insult the modesty of a woman of ipc and are investigating the case furthertalking to indiacom koena said that she is awaiting further action in the case talking about the harrowing experience she said from july i started getting calls from random numbers many among them being mumbai numbers too they called me nonstop i changed my handset too usually i dont take a call from an unknown number but once i answered he started talking nonsense and filth it took me seconds to react i was literally frozen and after a few minutes i was just angry and fired him and after that there was a marathon of calls i was tired of answering the calls a day later he called again and i fired him and he abused me in marathi when the calls didnt stop coming she decided to approach the policethe yearold actor began her tinsel town journey with a special song in ram gopal varmas road called khullam khulla she then appeared in several films including heyy baby apna sapna money money and musafirfollow htshowbiz for more
as many as of or of ministers in the new bihar cabinet face criminal charges against them higher than the ministers in the previous grand alliance government further ministers are crorepatis a little less than in the previous government also a minister in the new cabinet earns an average crore,twentytwo of the ministers in the newlyappointed nitish kumar cabinet in bihar face criminal cases against thema report by election watchdog association for democratic reforms adr based on affidavits filed by candidates to the election commission of india eci said ministers face criminal cases this is three more than the previous mahagathbandhan grand alliance government of the rashtriya janata dal rjd janata dal united and the congress in which of the ministers were taintedbihar chief minister nitish kumar had on july distanced himself with the grand alliance citing allegations of corruption against deputy chief minister and rjd leader tejashwi yadav the same evening he took the support of the bharatiya janata party bjpled national democratic alliance nda to stay at the helm in the state the new ministers were sworn in on july of the tainted ministers in the new cabinet nine mentioned in their affidavits facing serious criminal cases against them two of kumars party ministers even face attempt to murder charges under section of the ipc against them many other ministers face cases of dacoity theft fraud and atrocities against theminterestingly the average income of a minister in the new cabinet is rs crore even as the percentage of crorepati ministers dropped marginally this time as compared to kumars previous government while ministers were crorepatis in the ga government are crorepatis in the jduled nda governmentlabour resources minister and bjp mla from lakhisarai vijay kumar sinha has properties worth rs crore while urban development department minister and bjp mla from muzaffarpur suresh kumar has properties worth rs crore water resources and planning minister and jdu legislator from munger rajiv ranjan singh has properties worth rs crore
lakshmibai college will be the first college in the university of delhi to start a crche facility for the children of its teaching and nonteaching staff in august college principal said the teachers would be able to focus more on their work without worrying about the children the crche will consist of two rooms a pantry and a play area,in a first a delhi university college is starting a crche for its teaching and nonteaching staff who have to juggle between work and taking care of their young childrenlakshmibai college in ashok vihar will start the crche in august teachers can bring their children to the crche which will be functional between am to pmcollege principal pratyush vatsala said the move will help teachers focus on their work without constantly worrying about their childrenas a young teacher i was constantly worried about my kids if i had a crche at my work place then it would have made my life so much easier a young child needs constant care she saidthe crche will have a working pantry and at least two support staff to take care of the childrenthere will be two rooms one play area and a pantry we are also planning to renovate an empty garage to be used for older kids where they can do their homework and other things she saidpermanent teachers get a maternity leave of six months and child care leave of two years which they can take in breaks or one gosonica sihngvi a teacher of economics at the college who is currently on childcare leave said the crche will be of great help to her and other parents with toddlersi was really worried about leaving my child in the care of a nanny now i can take my classes without having to worry about my child as i can check on him in the crche in between classes and breastfeed him she saidvatsala said work places need to have such facilities for their employees as it will lead to better results if the employee is free of tension then he or she can focus on work better it is good for the individual as well as the institution she saidteachers will have to pay rs per month for availing the facility the initial building cost is being borne by the college but the recurring expenditure will be borne by the teachers availing the facility she said
an ongoing study has found that vehicles traveling on average crowded roads consumed nearly oneandahalf times more fuel per kilometre compared to good fuelefficient roads in delhi and its suburbs the motorists hence end up spending more said a member associated with the study the cumulative wastage of fuel would allegedly be an extra burden on indias oil imports bill,if you drive a car in delhi and its suburbs then bad and crowded roads are burning a big hole in your pocketan ongoing study on how much fuel is wasted because of potholed roads and bad traffic has found that vehicles travelling on average crowded roads consumed nearly oneandahalf time more fuel per kilometre compared to good fuelefficient roads the figure is expected to rise to three times during the next phase of the study to be conducted on inferior road stretchesthe study commissioned in may released its preliminary findings last week involving a sports utility vehicle with a mileage of kmlitre subsequent tests will be conducted with small cars and loaded and empty trucks the findings use a threetier grading system to assess road conditions traffic congestion is also a parameterthe council of scientific and industrial researchcentral road research institute csircrri conducted the study it was found that an suv consumed about millilitres of fuel per kilometre when it travelled on the noida expressway considered a good fuelefficient road the same vehicle consumed about millilitres of fuel for every kilometre when travelling from noida expressway to kalindi kunj and onto jasolathe consumption was even higher at millilitres per km when the vehicle travelled from botanical garden to kailash hospital in noida the initial findings of the study conducted on two road stretches in delhi have revealed that delhiites could be consuming at least twotothree times more fuel because of bad quality roads and traffic conditions said ravindra kumar principal scientist of crris transport and planning divisionthe result is they end up paying morea preliminary estimate puts the wastage across india at rs crore a day although the extra expense incurred by an individual driver might not ring alarm bells the cumulative wastage would be an added burden on indias oil imports billthe initial study was carried out on more than km of the best roads in delhi and its suburbs such as the yamuna expressway delhi gurgaon expressway and nh to collect the baseline data the best fuelefficient roads now we are driving the same vehicles on various roads of delhi to find out how much extra fuel they consume kumar said some of the roads that we have selected are peeragarhi to najafgarh kalindi kunj to jaitpur extension and mayur vihar ext to trilok puri among others
team india will play a record home matches this year from september to december the bcci announced on tuesday india will host australia new zealand and sri lanka during the season with the team playing a total of three tests odis and nine tis at home thiruvananthapuram and barsapara in assam may be added as test venues,two new venues thiruvananthapuram in kerala and barsapara in assam are in contention to host test matches during the home series against sri lanka as indian cricket team is set to play a record international matches at home between september and december a decision will be taken by bccis tours and fixtures committee in kolkata on tuesday read virat kohli spoilt for choices ahead of second india vs sri lanka test match according to a bcci officebearer indian cricket team will play five odis and three t internationals against australia from september end to mid of october the series will be followed by three odis and as many tis against new zealand the series against the black caps kiwis will begin late in october and conclude in the first week of novemberindia is all set to play internationals at home from sepdec tests odis tis against australia new zealand sri lanka mohandas menon mohanstatsman august the home season will end in december with three tests three odis and three t internationals against sri lanka after that virat kohli and his men fly down to south africaread cheteshwar pujara dale steyn morne morkel reality check strengthened resolve there are international matches at home three tests odis and nine t internationals each and every venue in india will be covered barsapara in assam and greenfield international stadium in thiruvananthapuram have got test status both are vying for test matches most of the bigger centres want either a t international or odis a bcci official told ptia kerala cricket association official confirmed the developmentsince kochis nehru stadium which has traditionally hosted odis will be used for he fifa u world cup we are hoping that greenfields gets its first test he saidread captain virat kohli displays icy nerves despite upheaval in indian dressing room nagpur which was under suspension may also be in contention to host a test match the traditional centres such as kolkata delhi mumbai chennai bengaluru or mohali will get odis or t internationals which draw capacity crowd there are possibilities that a couple of centres may get more than a match one can be rest assured that atleast venues will be covered during this phase he concluded
google has clarified that it has no information on its records with respect to harshit sharmas candidacy after a news about the tech giant hiring the class chandigarh boy went viral it was reported that harshit would get lakh monthly as trainee graphic designer and lakh monthly after the training completes in a month,who doesnt want to work for a reputed firm like google but not everyone gets such a golden opportunity but a student of a government school in chandigarh makes impossible possible google hires a class boy from chandigarh named harshit sharma he will be reportedly working as a graphic designer for the tech company update the india today tech has learned that the reports of google hiring a school student and at a salary of rs lakh per month are false the report first appeared in a city supplement produced by the indian express in a statement to india today tech google said currently we dont have any information on our records with respect to harshit sharmas candidacyharshit always wanted to work for google it was his dream company and he never imagined to fulfill it so soon he says hard work pays off he adds google recruits harshit as a trainee graphic designer for the time being he will be working from googles headquarter in california he just applied for a job posted by the company and got a reply after a few days harshit applied for position for the graphic designer along with which he submitted few of his work which also included a poster that he designed days after his application harshit received an appointment letter from google in june which mentioned that he has been hired also read google play services becomes the first ever app to cross billion downloads on play storegoogle will train him for the first month during the training the company is said to pay harshit a sum of rs lakh per month however after the training ends and he becomes a permanent employee google will pay him rs lakh as a monthly remuneration
a female teacher in odisha was suspended on tuesday for allegedly getting a massage by a schoolgirl on school premises the teacher bharati meher said the incident took place around two years ago when she told a class eight student she had a headache and the latter offered to massage her head a video of the incident went viral online,a woman teacher in odishas sambalpur district on tuesday placed under suspension on charge of getting herself massaged by a girl student in the schoolthe authorities took action against the lady teacher after a video of the incident went viral in the social mediasambalpur district education officer deo pramod panda confirmed about the suspension of the lady teacher of sikirdi project upper primary school bharati meherthe deo said meher was suspended after the video came to our notice ontuesdaymeher who is also incharge headmistress of the school admitted that a girl student had massaged her head however she said that the incident had taken place around two years ago when she was sitting in the office roombecause of severe headache i went inside the office room and sat there on that day however a class viii girl student came to me to call me to take class but on seeing my condition she asked me how i was feeling i told her about my headache she herself told me that she would massage my head this is the truth the lady teacher claimedthe girl who massaged my head on that day has already passed out from the school and therefore was not available for comment
passengers were stranded on greek island zakynthos for days after their easyjet plane developed technical difficulties on sunday and a replacement plane couldnt fly in due to mating turtles a flyer said there was no easyjet representative and passengers were forced to wait through hours of nothingness the airport has a night curfew to protect vulnerable loggerhead turtles breeding nearby,scores of easyjet passengers were stranded on the greek island of zakynthos also known as zante after their plane developed technical difficulties and a replacement aircraft was prevented from flying in because of mating turtles passengers expressed fury at easyjets lack of communication and incredibly bad handling of the delay which began on sunday afternoon some travellers who did not book on to other flights were only able to make it home on tuesday a fault with a wing flap was announced by the captain soon after passengers boarded the flight to gatwick at around pm on sunday and there was no communication for another hour despite being told the problem would be resolved in minutes passengers were soon asked to disembark they were forced to wait through hours of nothingness according to rebecca morris who was travelling with her husband and two small children she described the facilities at zakynthos airport as basic and said there was no help or guidance from easyjet apart from the odd automated text message there was no food or refreshments and there was no representative from easyjet morris said she said that while her familys travel agents helped them find accommodation and taxis other passengers were left to fend for themselves a similar process was repeated on monday the airline said the night curfew apparently in place because of vulnerable loggerhead turtles breeding nearby had prevented an alternative aircraft being sent out the sea turtle breeding season is well under way in zakynthos according to archelon a group dedicated in protecting sea turtles in greece late june to early july see the highest levels of spawning the group has recorded nests on the island so far but that is fewer than in previous years easyjet later apologised for the delay a spokesman said unfortunately easyjet was unable to operate flight ezy from zante to london gatwick on sunday july due to a technical fault with the aircraft and had to delay the flight overnight engineers were immediately dispatched to zante and believed that the technical issue was rectified yesterday however it then reoccurred before boarding which meant the flight could not operate the safety of our passengers and crew is our highest priority and we will only operate if it is safe to do so we do all possible to try and minimise delays and as such planned to send a replacement aircraft unfortunately due to the night curfew rule at the airport we were unable to get the replacement aircraft into the airport the flight departed zante and arrived at london gatwick today around a quarter of passengers travelled on flights with alternative carriers yesterday afternoon passengers have been provided with hotel accommodation and expenses in line with eu regulations and will also be entitled to eu compensation
a picture of sushant singh rajput in a spacesuit at the national aeronautics and space administration nasa has been shared on twitter by producer viki rajani the actor has started undergoing training for his role as an astronaut in the upcoming film chanda mama door ke directed by sanjay puran singh chauhan the film will release on january,bollywood actor sushant singh rajput is all set to get special training at nasa national aeronautics and space administration for his upcoming film chanda mama door ke where he plays an astronaut in a new picture shared on twitter sushant is seen wearing a white spacesuit taran adarsh shared the picture and wrote sushant singh rajput to undergo special training at nasas space rocket center enacts the part of an astronaut in chandamamadoorke earlier talking to a website alcom the actor had said about real astronauts their training is something else much deeper they are trained to be put in a situation where youre facing problems for the first time so with all your experience with all your skills with all your way of concentrating and not being anxious its not a question of pass or fail its a question of life or deathsushant singh rajput to undergo special training at nasas space rocket center enacts the part of an astronaut in chandamamadoorke pictwittercomwbbyelce taran adarsh taranadarsh august sushant visited the nasa centre in the us in july to prepare for the space adventure to experience zero gravity earlier sushant shared his photos from the visit to the us space rocket center dressed in a space suit and a cap the actor was in full astronaut mode another photo was accompanied with a post stating from a miniature rocket to a life size one this grown up kid will never cease to dream my mother always wanted her sushant in space sicfrom a miniature rocket to a life size one this grown up kid will never cease to dreammy mother always wanted her sushant in space pictwittercomzpiprf sushant singh rajput itsssr july neutral buoyancy space walk drills and orion simulations are were so much fun cant wait to try more pictwittercomxyxbpngj sushant singh rajput itsssr july sending sos from this tiny boxcause tonight im feeling like an pictwittercomwanvgsiwf sushant singh rajput itsssr july the actor is reportedly being trained in neutral buoyancy undergoing spacewalk drills and moon walks experiencing zero gravity and orion simulations directed by sanjay puran singh chauhan the film also stars nawazuddin siddiqui and r madhavanfollow htshowbiz for more
a sri lankan national was arrested for allegedly using a fake ticket to enter a terminal at the delhi airport on monday officials said cisf personnel had found the accused identified as nuwan u fernando roaming suspiciously inside the terminaliii building fernando told officials he had used a cancelled ticket to enter the airport terminal to see off his mother,new delhi aug pti a sri lankan national has been apprehended at the delhi airport for entering a terminal allegedly using a fake ticket officials said today the man was apprehended last evening when a central industrial security force cisf personnel deployed for the airports security found him roaming suspiciously inside the terminaliii building a senior official in airport security said the man was identified as nuwan u fernando a resident of sri lanka he said he told the cisf personnel that he had come to see off his mother who was travelling to colombo from the indira gandhi international airport igia the official said
